epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,377.592,0.89251,0.54535,0.96435,0.94976,0.90816,0.95917,0.6609,1.16616,0.63908,1.14201,0.000294239,0.000294239,0.000294239
34,388.785,0.90243,0.53162,0.95874,0.95104,0.90816,0.95314,0.65077,1.15081,0.62977,1.14054,0.000266532,0.000266532,0.000266532
35,399.977,0.8569,0.51292,0.93801,0.93222,0.93878,0.96142,0.66769,1.1506,0.60537,1.13034,0.000239766,0.000239766,0.000239766
36,411.165,0.85816,0.53288,0.94906,0.9522,0.93878,0.97225,0.66919,1.13411,0.57025,1.13696,0.000214046,0.000214046,0.000214046
37,422.4,0.81256,0.48785,0.93537,0.95169,0.95918,0.97021,0.69031,1.09751,0.56161,1.10507,0.000189475,0.000189475,0.000189475
38,433.635,0.80932,0.50219,0.92627,0.91968,0.93477,0.97156,0.70059,1.12204,0.54309,1.12118,0.000166149,0.000166149,0.000166149
39,444.88,0.79502,0.47359,0.91944,0.97816,0.91386,0.97148,0.68927,1.13506,0.56051,1.14761,0.000144161,0.000144161,0.000144161
40,456.096,0.79773,0.47076,0.92809,0.96096,0.90816,0.97024,0.6998,1.09414,0.55029,1.11852,0.000123596,0.000123596,0.000123596
41,470.948,0.7744,0.45719,0.93062,0.95465,0.91837,0.97802,0.71283,1.08815,0.52325,1.10078,0.000104537,0.000104537,0.000104537
42,482.194,0.72469,0.43865,0.91261,0.96672,0.92857,0.98125,0.70882,1.09375,0.51961,1.123,8.70577e-05,8.70577e-05,8.70577e-05
43,493.361,0.71684,0.42189,0.90865,0.96385,0.91837,0.98147,0.7094,1.03962,0.51232,1.09959,7.12282e-05,7.12282e-05,7.12282e-05
44,504.444,0.71518,0.41831,0.89291,0.96774,0.91834,0.9787,0.70977,1.04892,0.50466,1.0943,5.71106e-05,5.71106e-05,5.71106e-05
45,515.522,0.69415,0.41443,0.90116,0.97731,0.92857,0.98146,0.71568,1.03269,0.49839,1.09681,4.47606e-05,4.47606e-05,4.47606e-05
46,526.667,0.69005,0.39761,0.9026,0.96759,0.92857,0.98111,0.70987,1.0282,0.49141,1.08779,3.4227e-05,3.4227e-05,3.4227e-05
47,537.74,0.66458,0.39902,0.87989,0.95528,0.94898,0.9797,0.71834,1.03686,0.50135,1.08925,2.55513e-05,2.55513e-05,2.55513e-05
48,548.905,0.65318,0.38456,0.88361,0.97729,0.92857,0.97929,0.7148,1.03284,0.50121,1.09001,1.87678e-05,1.87678e-05,1.87678e-05
49,560.035,0.65483,0.39685,0.87956,0.97806,0.92857,0.97852,0.7212,1.02861,0.51073,1.09024,1.39032e-05,1.39032e-05,1.39032e-05
50,571.158,0.64643,0.39158,0.891,0.97847,0.92769,0.97784,0.72379,1.0266,0.51074,1.08941,1.09768e-05,1.09768e-05,1.09768e-05
